customer,Age,Education,Employ,Address,Income,Leverage,Creddebt,OthDebt,MonthlyLoad,Default,OthDebtRatio
376202,29,Med,5,4.0,26.0,5.3,0.63,0.75,0.26,1,0.028846153846153848
376210,50,Bas,27,12.0,85.0,11.8,3.44,6.59,0.26,0,0.07752941176470587
376241,50,Posg,22,13.0,71.0,4.9,1.31,2.17,0.12,0,0.03056338028169014
376263,39,SupInc,7,5.0,39.0,12.2,0.71,4.04,0.43,0,0.10358974358974359
376363,29,SupInc,3,4.0,74.0,3.6,0.58,2.08,0.08,0,0.02810810810810811
376395,32,Posg,0,5.0,22.0,14.8,0.21,3.05,0.82,0,0.13863636363636364
376403,26,Med,1,3.0,24.0,13.4,1.48,1.74,0.69,0,0.0725
376405,29,Med,10,6.0,50.0,9.8,2.91,1.99,0.29,0,0.0398
376416,25,SupInc,3,2.0,43.0,15.6,3.68,3.03,0.52,1,0.07046511627906976
376418,33,Med,3,7.0,29.0,5.4,0.37,1.19,0.24,0,0.04103448275862069
376430,20,SupInc,0,0.0,25.0,5.0,0.13,1.12,0.25,1,0.044800000000000006
376443,24,SupInc,0,1.0,23.0,7.4,0.24,1.46,0.4,0,0.06347826086956522
376451,21,Bas,2,1.0,25.0,9.8,0.42,2.03,0.49,1,0.0812
376456,42,SupInc,16,8.0,71.0,3.3,0.76,1.59,0.08,0,0.0223943661971831
376565,20,Med,1,0.0,37.0,7.1,0.97,1.66,0.26,0,0.044864864864864865
376619,40,Bas,2,14.0,31.0,2.4,0.22,0.52,0.1,1,0.016774193548387096
376642,36,Med,10,3.0,77.0,11.3,1.5,7.2,0.26,1,0.09350649350649351
376657,18,Med,0,0.0,18.0,2.3,0.09,0.33,0.15,0,0.018333333333333333
376681,69,Bas,4,32.0,25.0,7.1,0.48,1.3,0.36,0,0.052000000000000005
376724,27,SupCom,2,1.0,31.0,3.9,0.56,0.65,0.16,0,0.020967741935483872
376777,53,SupInc,31,18.0,120.0,9.0,1.7,9.1,0.17,0,0.07583333333333334
376801,23,SupCom,0,2.0,19.0,1.4,0.18,0.0,0.09,0,0.0
376870,32,Med,0,7.0,22.0,22.5,0.58,4.37,1.25,1,0.19863636363636364
376955,26,SupCom,1,4.0,38.0,13.3,0.31,4.74,0.48,0,0.12473684210526316
376960,29,SupInc,7,3.0,21.0,5.9,0.8,0.44,0.34,0,0.02095238095238095
377041,28,Bas,4,4.0,25.0,6.5,0.21,1.41,0.32,0,0.0564
377052,61,Med,29,24.0,142.0,7.7,3.08,7.85,0.13,0,0.055281690140845066
377198,53,Med,4,20.0,35.0,1.5,0.08,0.45,0.06,0,0.012857142857142857
377201,36,Posg,9,6.0,108.0,6.5,3.62,3.4,0.13,0,0.03148148148148148
377300,68,Med,11,15.0,84.0,6.1,1.36,3.77,0.13,0,0.04488095238095238
377307,38,Bas,17,7.0,41.0,16.9,3.99,2.94,0.58,0,0.07170731707317073
377319,48,SupInc,15,11.0,133.0,4.1,1.95,3.5,0.07,0,0.02631578947368421
377324,77,Med,30,33.0,80.0,3.9,0.8,2.32,0.09,0,0.028999999999999998
377348,35,Bas,18,4.0,63.0,1.6,0.42,0.58,0.04,0,0.009206349206349206
377476,25,SupCom,0,3.0,68.0,4.5,1.13,1.93,0.11,1,0.02838235294117647
377479,29,Bas,11,2.0,39.0,3.2,0.57,0.68,0.11,0,0.01743589743589744
377481,20,Med,0,0.0,24.0,1.1,0.08,0.19,0.06,1,0.007916666666666667
377499,21,SupInc,0,1.0,17.0,7.8,0.21,1.11,0.54,0,0.06529411764705884
377510,18,Med,0,0.0,19.0,7.0,0.28,1.05,0.44,1,0.05526315789473685
377525,23,Bas,6,3.0,29.0,12.9,0.59,3.15,0.57,0,0.10862068965517241
377533,25,Bas,5,3.0,29.0,2.7,0.16,0.62,0.12,0,0.021379310344827585
377604,42,SupCom,14,6.0,55.0,9.1,1.49,3.51,0.26,0,0.06381818181818182
377692,35,SupCom,0,8.0,144.0,3.2,1.52,3.09,0.05,1,0.021458333333333333
377707,35,Posg,2,9.0,41.0,10.5,0.49,3.81,0.36,1,0.09292682926829268
377783,38,Bas,11,10.0,33.0,10.5,1.59,1.88,0.42,0,0.05696969696969697
377794,56,Bas,30,10.0,144.0,8.1,6.4,5.26,0.14,0,0.03652777777777778
377845,48,SupInc,13,10.0,153.0,2.3,1.77,1.75,0.04,0,0.011437908496732025
377846,28,SupInc,6,5.0,30.0,20.5,1.29,4.86,0.89,0,0.162
377864,25,SupCom,1,1.0,75.0,11.1,2.65,5.68,0.26,1,0.07573333333333333
377901,43,Bas,6,10.0,54.0,2.3,0.72,0.52,0.07,0,0.00962962962962963
377927,20,SupInc,0,1.0,22.0,10.0,0.88,1.32,0.55,0,0.060000000000000005
377983,34,SupCom,2,5.0,55.0,12.7,4.78,2.21,0.36,1,0.04018181818181818
377990,25,SupInc,3,3.0,36.0,10.2,0.52,3.15,0.39,1,0.0875
377997,34,Med,13,6.0,50.0,16.6,6.76,1.54,0.5,0,0.0308
378045,23,Med,1,1.0,29.0,16.7,2.51,2.33,0.74,1,0.0803448275862069
378074,27,SupInc,1,3.0,47.0,4.3,0.9,1.12,0.13,0,0.023829787234042554
378163,24,Bas,0,1.0,28.0,1.5,0.2,0.22,0.07,0,0.007857142857142858
378173,20,SupInc,0,1.0,17.0,10.5,0.3,1.49,0.72,0,0.08764705882352941
378213,56,Bas,20,20.0,81.0,12.1,1.25,8.55,0.27,0,0.10555555555555557
378246,37,SupCom,9,7.0,72.0,24.7,2.1,15.69,0.59,1,0.21791666666666665
378262,48,Posg,20,15.0,162.0,6.2,0.66,9.38,0.1,0,0.05790123456790124
378264,28,Med,2,2.0,24.0,3.7,0.34,0.55,0.19,1,0.02291666666666667
378283,37,Bas,11,11.0,63.0,21.6,4.19,9.42,0.56,0,0.14952380952380953
378329,34,SupInc,3,4.0,47.0,7.0,1.32,1.97,0.22,0,0.041914893617021276
378373,26,SupInc,0,2.0,43.0,9.8,0.94,3.28,0.33,1,0.07627906976744185
378442,28,Posg,0,3.0,33.0,7.8,0.83,1.74,0.31,0,0.05272727272727273
378454,28,SupInc,3,4.0,75.0,4.3,0.48,2.75,0.1,0,0.03666666666666667
380007,22,SupCom,0,0.0,27.0,6.0,0.61,1.01,0.28,1,0.03740740740740741
380031,38,SupInc,9,13.0,94.0,21.6,7.0,13.3,0.45,1,0.14148936170212767
380045,20,Med,0,1.0,19.0,5.9,0.07,1.05,0.37,1,0.05526315789473685
380087,36,SupCom,11,3.0,42.0,2.8,0.67,0.5,0.09,0,0.011904761904761904
380110,26,SupCom,1,4.0,89.0,2.3,0.93,1.12,0.05,1,0.01258426966292135
380113,33,SupCom,7,7.0,185.0,8.5,3.88,11.84,0.13,0,0.064
380131,25,Med,2,3.0,24.0,6.8,1.01,0.63,0.35,0,0.02625
380145,22,SupCom,0,1.0,56.0,2.8,0.41,1.16,0.08,0,0.020714285714285713
380151,25,Med,2,3.0,26.0,10.3,0.86,1.82,0.5,0,0.07
380201,36,Med,4,7.0,34.0,16.8,1.16,4.55,0.66,1,0.1338235294117647
380223,30,Posg,2,6.0,21.0,10.4,1.16,1.03,0.6,1,0.04904761904761905
380229,21,SupInc,0,1.0,39.0,18.5,5.21,2.01,0.66,1,0.05153846153846153
380247,33,Med,8,7.0,35.0,7.3,0.61,1.94,0.28,0,0.055428571428571424
380259,25,Bas,9,4.0,29.0,11.4,1.17,2.14,0.51,0,0.07379310344827586
380348,56,SupCom,22,9.0,57.0,2.0,0.49,0.65,0.06,0,0.011403508771929825
380355,33,Bas,3,5.0,34.0,2.9,0.19,0.8,0.11,1,0.023529411764705882
380366,27,SupInc,0,4.0,28.0,4.7,0.39,0.93,0.22,0,0.03321428571428572
380433,18,Med,0,0.0,15.0,1.1,0.03,0.13,0.08,0,0.008666666666666666
380446,30,SupCom,4,6.0,28.0,6.8,1.15,0.75,0.31,0,0.026785714285714284
380455,43,SupCom,18,14.0,89.0,3.6,0.49,2.71,0.08,0,0.03044943820224719
380466,27,SupCom,3,4.0,20.0,11.0,0.31,1.89,0.66,1,0.0945
380494,32,SupInc,3,7.0,79.0,6.1,1.4,3.42,0.14,1,0.04329113924050633
380534,30,Med,5,5.0,39.0,13.8,0.55,4.83,0.49,0,0.12384615384615384
380538,36,Med,16,8.0,50.0,3.5,0.75,1.0,0.11,0,0.02
380585,32,Bas,5,9.0,35.0,5.8,0.58,1.45,0.22,0,0.041428571428571426
380588,52,SupInc,17,12.0,125.0,0.5,0.4,0.22,0.01,0,0.00176
380601,35,SupInc,7,10.0,29.0,7.1,1.59,0.47,0.32,0,0.016206896551724137
380607,34,SupInc,12,6.0,46.0,5.7,0.83,1.79,0.18,0,0.03891304347826087
380660,19,Med,0,0.0,20.0,7.0,0.19,1.21,0.42,0,0.0605
380677,26,Med,1,3.0,48.0,11.2,0.16,5.21,0.35,1,0.10854166666666666
380681,25,SupCom,0,1.0,52.0,4.9,0.67,1.88,0.14,1,0.036153846153846154
380772,75,Bas,32,23.0,78.0,4.4,0.69,2.74,0.1,0,0.03512820512820513
380864,24,Med,5,1.0,28.0,19.1,1.52,3.82,0.87,1,0.13642857142857143
380873,43,Med,3,9.0,53.0,9.8,1.51,3.69,0.28,1,0.06962264150943397
380879,33,SupInc,8,7.0,37.0,3.9,0.56,0.89,0.14,0,0.024054054054054055
380900,61,SupInc,20,17.0,38.0,3.2,0.35,0.87,0.12,0,0.022894736842105263
380906,23,Med,1,2.0,26.0,12.8,0.55,2.78,0.62,0,0.10692307692307691
380923,32,SupCom,6,2.0,31.0,14.2,1.36,3.04,0.6,0,0.09806451612903226
380997,25,Med,2,3.0,21.0,14.4,0.99,2.04,0.83,1,0.09714285714285714
381027,42,Posg,2,9.0,147.0,17.7,5.05,20.97,0.3,1,0.14265306122448979
381047,23,SupCom,0,1.0,30.0,12.2,2.25,1.41,0.53,1,0.047
381056,25,SupInc,1,3.0,27.0,12.7,0.03,3.39,0.6,1,0.12555555555555556
381121,22,SupCom,0,2.0,50.0,1.2,0.21,0.39,0.04,0,0.0078000000000000005
381164,19,Med,0,0.0,16.0,6.6,0.0,1.05,0.48,0,0.065625
381168,35,SupCom,4,6.0,18.0,4.8,0.32,0.55,0.32,0,0.030555555555555558
381175,58,Med,9,13.0,51.0,4.4,0.64,1.6,0.13,0,0.03137254901960784
381210,38,SupCom,12,9.0,37.0,13.2,3.24,1.65,0.49,1,0.04459459459459459
381252,43,SupInc,16,6.0,102.0,2.5,0.58,1.97,0.05,0,0.01931372549019608
381261,34,Med,14,4.0,59.0,6.5,2.3,1.54,0.18,0,0.02610169491525424
381274,28,Med,7,3.0,88.0,10.6,2.21,7.12,0.23,0,0.08090909090909092
381281,23,SupInc,0,2.0,36.0,24.2,5.88,2.83,0.91,1,0.07861111111111112
381288,30,Bas,6,4.0,20.0,8.4,0.91,0.77,0.5,1,0.0385
381320,21,SupInc,0,1.0,19.0,20.7,1.31,2.63,1.3,1,0.13842105263157894
381329,37,SupCom,0,9.0,50.0,1.3,0.21,0.44,0.04,0,0.0088
381355,34,SupInc,7,8.0,30.0,14.2,0.93,3.33,0.62,0,0.111
381365,29,Med,4,3.0,48.0,10.8,2.96,2.22,0.33,0,0.046250000000000006
381378,20,SupInc,0,0.0,39.0,15.0,1.42,4.43,0.53,0,0.11358974358974358
381393,61,Bas,26,13.0,78.0,5.0,0.2,3.7,0.11,0,0.04743589743589744
381405,19,Med,0,0.0,22.0,1.8,0.1,0.29,0.1,0,0.013181818181818182
381421,71,Bas,7,19.0,26.0,7.6,0.37,1.61,0.37,0,0.06192307692307693
381426,33,SupCom,5,7.0,321.0,2.5,4.36,3.67,0.03,1,0.011433021806853582
381434,22,SupCom,0,1.0,59.0,3.1,0.62,1.21,0.08,0,0.020508474576271186
381445,30,SupInc,4,5.0,28.0,8.2,0.4,1.9,0.38,0,0.06785714285714285
381449,22,SupCom,0,1.0,32.0,3.8,0.71,0.5,0.16,0,0.015625
381489,20,Bas,0,1.0,20.0,17.6,0.15,3.37,1.06,1,0.1685
381535,19,Med,0,0.0,19.0,3.3,0.1,0.52,0.21,1,0.02736842105263158
381568,28,Bas,2,3.0,24.0,1.0,0.11,0.13,0.05,0,0.005416666666666667
381583,18,Med,0,0.0,14.0,5.5,0.46,0.31,0.45,0,0.02214285714285714
381596,56,Med,9,7.0,41.0,12.5,1.79,3.33,0.43,0,0.08121951219512195
381632,32,SupInc,6,7.0,50.0,9.8,3.09,1.81,0.29,0,0.0362
381643,29,Med,0,5.0,21.0,12.4,0.38,2.22,0.71,1,0.10571428571428572
381669,46,Bas,0,9.0,25.0,3.0,0.43,0.32,0.15,0,0.0128
381690,39,Bas,22,13.0,48.0,6.8,1.01,2.26,0.21,0,0.04708333333333333
381763,28,SupCom,4,3.0,30.0,13.8,0.68,3.46,0.6,0,0.11533333333333333
381765,37,Bas,17,8.0,76.0,12.6,4.18,5.39,0.29,0,0.07092105263157894
381780,39,SupCom,4,13.0,47.0,9.7,1.67,2.89,0.3,1,0.06148936170212766
381799,27,Med,2,4.0,30.0,2.7,0.34,0.47,0.12,1,0.015666666666666666
381851,25,Med,4,3.0,21.0,10.0,1.0,1.1,0.58,0,0.05238095238095238
381896,49,Med,14,11.0,94.0,6.9,3.79,2.7,0.14,0,0.028723404255319152
381918,24,Med,5,1.0,60.0,11.2,0.23,6.49,0.3,0,0.10816666666666667
381929,24,SupCom,0,2.0,45.0,5.5,0.59,1.89,0.18,1,0.041999999999999996
381933,30,SupCom,6,5.0,58.0,8.6,2.38,2.6,0.23,0,0.04482758620689655
381947,22,Bas,1,0.0,24.0,19.9,1.16,3.62,1.03,1,0.15083333333333335
381959,47,Bas,17,11.0,47.0,18.9,3.77,5.12,0.59,0,0.10893617021276596
381983,32,SupInc,5,8.0,52.0,5.9,1.35,1.72,0.17,0,0.03307692307692307
382000,41,Med,17,9.0,68.0,9.6,3.06,3.47,0.24,0,0.051029411764705886
382001,18,Med,0,0.0,18.0,10.0,1.12,0.68,0.66,1,0.03777777777777778
382011,37,Bas,11,5.0,34.0,13.6,2.98,1.65,0.54,0,0.048529411764705876
382012,35,Bas,5,5.0,40.0,10.5,0.91,3.29,0.37,1,0.08225
382038,36,Posg,3,9.0,69.0,8.3,1.45,4.27,0.2,0,0.06188405797101448
382039,44,SupInc,7,10.0,115.0,14.4,1.08,15.48,0.27,1,0.13460869565217393
382073,19,Med,0,0.0,25.0,9.3,1.17,1.15,0.46,1,0.046
382086,24,SupCom,0,2.0,64.0,4.4,0.81,2.01,0.11,0,0.03140625
382127,18,Med,0,0.0,22.0,10.5,0.3,2.01,0.58,1,0.09136363636363636
382157,20,SupInc,0,0.0,13.0,0.0,0.0,0.0,0.0,0,0.0
382168,38,SupCom,4,8.0,61.0,2.7,0.91,0.73,0.07,0,0.011967213114754098
382202,24,Bas,6,1.0,21.0,4.5,0.18,0.76,0.26,0,0.03619047619047619
382229,61,Med,33,26.0,126.0,12.4,8.47,7.16,0.22,0,0.05682539682539683
382231,18,Med,0,0.0,22.0,38.8,3.64,4.9,2.15,0,0.22272727272727275
450002,51,Posg,22,14.0,75.0,7.7,2.05,3.72,0.18,0,0.049600000000000005
450068,33,SupInc,5,6.0,38.0,18.3,1.74,5.22,0.66,0,0.13736842105263158
450181,34,SupInc,0,7.0,49.0,5.0,0.18,2.27,0.15,0,0.0463265306122449
450204,33,SupCom,6,3.0,25.0,13.7,1.18,2.25,0.69,0,0.09
450251,27,SupCom,1,3.0,32.0,15.4,2.15,2.77,0.64,1,0.0865625
450252,37,SupCom,3,4.0,28.0,18.1,1.0,4.06,0.83,0,0.145
450310,34,Bas,12,6.0,59.0,9.2,2.0,3.43,0.25,0,0.05813559322033898
450317,23,Med,2,2.0,35.0,5.8,0.46,1.57,0.22,0,0.04485714285714286
450383,29,SupInc,5,6.0,37.0,4.3,0.53,1.06,0.16,0,0.02864864864864865
450387,25,Bas,1,4.0,19.0,2.6,0.13,0.36,0.16,0,0.01894736842105263
450400,21,Bas,4,1.0,44.0,6.4,0.99,1.83,0.21,1,0.041590909090909095
450406,26,Bas,6,2.0,24.0,11.5,0.91,1.85,0.59,0,0.07708333333333334
450446,37,Med,4,2.0,32.0,3.2,0.14,0.88,0.13,0,0.0275
450448,26,Posg,0,4.0,19.0,4.4,0.05,0.78,0.28,1,0.04105263157894737
450450,35,SupInc,11,8.0,59.0,1.4,0.13,0.7,0.04,0,0.011864406779661016
450455,22,SupInc,0,1.0,29.0,19.7,1.68,4.03,0.88,1,0.13896551724137932
450465,30,Med,4,2.0,26.0,9.3,0.27,2.15,0.45,0,0.08269230769230769
450485,62,Med,24,17.0,199.0,4.7,3.4,5.95,0.07,0,0.02989949748743719
450501,43,Bas,17,10.0,104.0,14.2,3.57,11.19,0.28,0,0.10759615384615384
450563,45,Bas,12,9.0,57.0,1.0,0.34,0.23,0.03,0,0.004035087719298246
450580,21,SupInc,0,1.0,23.0,6.8,0.69,0.87,0.36,1,0.03782608695652174
450614,27,Bas,3,3.0,37.0,13.9,3.04,2.1,0.51,1,0.05675675675675676
450772,73,Med,2,16.0,39.0,19.4,2.12,5.45,0.69,1,0.13974358974358975
450776,35,SupCom,2,6.0,56.0,11.1,1.39,4.83,0.31,1,0.08625000000000001
450846,38,Bas,14,8.0,37.0,4.4,0.39,1.23,0.16,0,0.033243243243243244
450942,26,Med,5,2.0,22.0,3.3,0.1,0.63,0.18,0,0.028636363636363637
451028,29,SupCom,4,6.0,58.0,18.2,1.62,8.94,0.5,1,0.15413793103448276
451034,42,SupCom,10,10.0,76.0,6.1,0.32,4.32,0.14,0,0.056842105263157895
451036,37,Med,3,8.0,38.0,12.3,1.37,3.3,0.45,0,0.08684210526315789
451046,62,SupCom,26,12.0,87.0,16.2,4.82,9.27,0.35,0,0.10655172413793103
451050,23,Bas,1,2.0,19.0,7.2,0.71,0.66,0.45,0,0.034736842105263156
451118,45,SupCom,16,5.0,219.0,1.0,0.96,1.23,0.01,0,0.005616438356164383
451123,23,SupInc,1,2.0,22.0,14.2,1.56,1.56,0.79,1,0.07090909090909091
451156,19,Med,0,0.0,20.0,8.1,0.36,1.26,0.49,0,0.063
451171,34,Posg,8,7.0,526.0,2.6,5.47,8.21,0.03,0,0.015608365019011408
451181,20,SupInc,0,0.0,58.0,2.8,0.46,1.17,0.08,0,0.020172413793103448
451185,18,Med,0,0.0,29.0,7.5,0.86,1.32,0.33,1,0.04551724137931035
451218,37,Med,2,7.0,38.0,2.1,0.07,0.73,0.08,0,0.019210526315789473
451226,43,SupInc,21,14.0,101.0,9.7,4.76,5.04,0.19,1,0.049900990099009904
451251,42,Bas,8,12.0,43.0,1.3,0.15,0.41,0.04,0,0.009534883720930231
451377,23,Med,2,1.0,24.0,1.6,0.05,0.34,0.08,0,0.014166666666666668
451400,19,Med,0,0.0,22.0,6.8,0.41,1.08,0.38,1,0.049090909090909095
451408,26,Bas,1,3.0,15.0,6.7,0.2,0.8,0.51,0,0.05333333333333334
451409,40,SupInc,4,14.0,54.0,4.6,1.19,1.29,0.13,0,0.02388888888888889
451468,43,Med,10,9.0,92.0,14.7,3.85,9.67,0.31,1,0.10510869565217391
451517,28,SupCom,3,5.0,35.0,5.2,0.78,1.04,0.2,0,0.029714285714285714
451518,24,Med,0,2.0,36.0,8.5,1.47,1.59,0.32,1,0.04416666666666667
451525,22,Med,1,1.0,14.0,11.7,0.37,1.27,0.95,1,0.09071428571428572
451559,27,Med,1,4.0,25.0,0.6,0.03,0.12,0.03,0,0.0048
451783,33,SupInc,11,4.0,61.0,14.9,4.24,4.84,0.39,1,0.07934426229508197
451824,64,Bas,40,18.0,198.0,6.9,8.1,5.56,0.1,0,0.028080808080808078
451852,63,SupCom,22,27.0,129.0,4.9,0.8,5.52,0.09,0,0.0427906976744186
451876,31,Posg,5,3.0,61.0,2.0,0.37,0.85,0.05,0,0.013934426229508197
451894,21,SupInc,0,1.0,26.0,6.9,0.18,1.61,0.33,1,0.06192307692307693
451919,20,SupInc,0,0.0,24.0,9.4,0.6,1.66,0.49,0,0.06916666666666667
452007,20,SupInc,0,0.0,18.0,5.3,0.3,0.65,0.35,0,0.036111111111111115
452055,21,Med,2,1.0,33.0,6.4,0.84,1.27,0.26,1,0.03848484848484848
452063,23,Med,1,0.0,30.0,21.5,1.63,4.82,0.93,1,0.16066666666666668
452088,46,SupInc,13,10.0,32.0,11.0,1.19,2.33,0.45,0,0.0728125
452116,29,SupCom,1,4.0,50.0,12.1,0.47,5.58,0.36,0,0.1116
452132,59,Med,32,19.0,533.0,0.8,1.86,2.4,0.01,0,0.00450281425891182
452141,21,Bas,1,1.0,23.0,16.5,1.17,2.62,0.88,1,0.11391304347826088
452173,54,SupInc,6,9.0,70.0,9.5,2.28,4.37,0.23,0,0.06242857142857143
452225,18,Med,0,0.0,37.0,2.5,0.57,0.36,0.09,1,0.00972972972972973
452318,41,Med,9,8.0,77.0,7.5,3.11,2.67,0.17,0,0.03467532467532467
452333,19,Med,0,0.0,36.0,5.8,0.78,1.31,0.22,1,0.03638888888888889
452341,41,Bas,15,9.0,54.0,6.9,1.54,2.18,0.2,0,0.040370370370370376
452389,30,SupCom,6,5.0,51.0,6.2,1.07,2.09,0.18,0,0.04098039215686274
452427,23,SupInc,0,1.0,27.0,14.6,1.16,2.78,0.69,0,0.10296296296296295
452433,37,SupInc,0,9.0,35.0,10.8,1.27,2.51,0.42,0,0.0717142857142857
452436,33,SupInc,6,6.0,77.0,6.2,0.65,4.12,0.14,1,0.05350649350649351
452445,34,Posg,5,10.0,186.0,11.3,7.46,13.56,0.17,1,0.07290322580645162
452452,25,SupCom,0,3.0,30.0,4.9,0.2,1.27,0.21,0,0.042333333333333334
452558,21,Bas,4,1.0,19.0,6.5,0.29,0.94,0.41,0,0.049473684210526316
452646,62,Med,33,6.0,322.0,2.8,7.04,1.97,0.04,0,0.006118012422360248
452735,52,Med,6,9.0,55.0,2.9,0.93,0.66,0.08,0,0.012
452767,53,Posg,7,16.0,80.0,12.0,3.65,5.95,0.27,0,0.074375
452770,36,Posg,7,9.0,124.0,1.4,0.38,1.35,0.03,0,0.010887096774193548
452878,34,SupCom,8,4.0,49.0,7.5,0.49,3.19,0.23,0,0.06510204081632653
452912,29,SupInc,6,3.0,28.0,4.9,0.57,0.8,0.22,1,0.028571428571428574
453027,20,Med,0,0.0,46.0,12.1,0.95,4.61,0.38,1,0.10021739130434783
453082,20,SupInc,0,0.0,13.0,17.8,0.81,1.5,1.55,0,0.11538461538461539
453106,18,Med,0,0.0,26.0,7.3,0.64,1.26,0.35,0,0.04846153846153846
453108,20,SupInc,0,0.0,21.0,9.3,0.35,1.6,0.54,1,0.0761904761904762
453122,19,Med,0,0.0,34.0,19.3,2.2,4.36,0.76,1,0.12823529411764706
453134,30,Med,1,3.0,39.0,1.0,0.14,0.25,0.04,0,0.00641025641025641
453255,34,Med,10,6.0,59.0,18.6,3.56,7.42,0.5,1,0.12576271186440677
453374,41,Bas,15,12.0,55.0,12.2,4.13,2.58,0.34,0,0.04690909090909091
453376,20,Bas,3,0.0,24.0,16.3,1.31,2.61,0.84,1,0.10875
453379,30,SupInc,8,2.0,28.0,15.8,1.53,2.9,0.72,0,0.10357142857142856
453388,25,Posg,0,1.0,130.0,5.8,1.24,6.3,0.1,1,0.04846153846153846
453405,18,Med,0,0.0,23.0,10.0,1.12,1.18,0.53,0,0.051304347826086956
453434,27,SupInc,0,3.0,63.0,1.0,0.32,0.32,0.03,0,0.005079365079365079
453461,31,Med,3,6.0,24.0,12.9,0.74,2.36,0.67,1,0.09833333333333333
453471,34,SupInc,8,4.0,83.0,11.0,1.85,7.28,0.24,0,0.08771084337349398
453578,37,Med,10,8.0,43.0,3.6,0.81,0.74,0.12,0,0.017209302325581394
453686,25,Posg,0,3.0,16.0,3.2,0.29,0.22,0.23,0,0.01375
453698,34,Bas,10,8.0,41.0,14.5,1.19,4.75,0.5,0,0.11585365853658537
453777,27,Bas,2,2.0,24.0,5.8,0.56,0.84,0.3,0,0.034999999999999996
